Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_number,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,tissue,create_date,version
SRR3457879,RNA-Seq,43,289468346,PRJNA307607,SAMN04909574,203415496,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733661,GSM2135409,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135409,Hb9 neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457880,RNA-Seq,43,178457009,PRJNA307607,SAMN04909575,129031069,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733662,GSM2135410,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135410,Hb9 neurons,SRP068066,motor neurons,2016-04-27T14:41:00Z,1
SRR3457881,RNA-Seq,43,236209449,PRJNA307607,SAMN04909576,168119332,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733663,GSM2135411,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135411,Hb9 neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457882,RNA-Seq,43,140692173,PRJNA307607,SAMN04909539,103550388,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733664,GSM2135412,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135412,Hb9 neurons,SRP068066,motor neurons,2016-04-27T14:41:00Z,1
SRR3457883,RNA-Seq,43,96516553,PRJNA307607,SAMN04909540,71482950,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733665,GSM2135413,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135413,Hb9 neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457884,RNA-Seq,43,202144376,PRJNA307607,SAMN04909541,152866201,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733666,GSM2135414,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135414,Hb9 neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457885,RNA-Seq,43,214096097,PRJNA307607,SAMN04909542,156409191,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733667,GSM2135415,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135415,Hb9 neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457886,RNA-Seq,43,388104025,PRJNA307607,SAMN04909543,265667090,1,GEO,public,"fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733668,GSM2135416,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135416,Hb9 neurons,SRP068066,motor neurons,,
SRR3457887,RNA-Seq,43,289041485,PRJNA307607,SAMN04909544,203128191,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733669,GSM2135417,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135417,Hb9 neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457888,RNA-Seq,43,573155299,PRJNA307607,SAMN04909545,377208620,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733670,GSM2135418,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135418,Hb9 neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457889,RNA-Seq,43,361031139,PRJNA307607,SAMN04909535,248324739,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733671,GSM2135419,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135419,Hb9 neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457890,RNA-Seq,43,526593179,PRJNA307607,SAMN04909536,350205906,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733672,GSM2135420,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135420,Hb9 neurons,SRP068066,motor neurons,2016-04-27T14:43:00Z,1
SRR3457891,RNA-Seq,43,303177305,PRJNA307607,SAMN04909537,213879083,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733673,GSM2135421,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-07-05T00:00:00Z,GSM2135421,Hb9 neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457892,RNA-Seq,43,164594712,PRJNA307607,SAMN04909538,117375354,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733674,GSM2135422,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135422,neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457893,RNA-Seq,43,113282855,PRJNA307607,SAMN04909577,109929833,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733675,GSM2135423,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135423,neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457894,RNA-Seq,43,133989462,PRJNA307607,SAMN04909578,138936929,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733676,GSM2135424,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135424,neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457895,RNA-Seq,43,419635796,PRJNA307607,SAMN04909579,415758521,1,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733677,GSM2135425,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135425,neurons,SRP068066,motor neurons,2016-04-27T14:43:00Z,1
SRR3457896,RNA-Seq,43,156176688,PRJNA307607,SAMN04909580,150838798,10,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733678,GSM2135426,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135426,neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457897,RNA-Seq,43,156817689,PRJNA307607,SAMN04909581,151591912,10,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733679,GSM2135427,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135427,neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457898,RNA-Seq,43,270833393,PRJNA307607,SAMN04909582,270218165,10,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733680,GSM2135428,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135428,neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457899,RNA-Seq,43,198966375,PRJNA307607,SAMN04909583,202838702,10,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733681,GSM2135429,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135429,neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457900,RNA-Seq,43,173815159,PRJNA307607,SAMN04909584,168461678,10,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733682,GSM2135430,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135430,neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457901,RNA-Seq,43,267578637,PRJNA307607,SAMN04909585,267464428,5,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733683,GSM2135431,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135431,neurons,SRP068066,motor neurons,2016-04-27T14:43:00Z,1
SRR3457902,RNA-Seq,43,231872254,PRJNA307607,SAMN04909586,234733193,5,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733684,GSM2135432,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135432,neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457903,RNA-Seq,43,878144581,PRJNA307607,SAMN04909587,801106952,5,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733685,GSM2135433,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135433,neurons,SRP068066,motor neurons,2016-04-27T14:48:00Z,1
SRR3457904,RNA-Seq,43,210183527,PRJNA307607,SAMN04909588,226160302,5,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733686,GSM2135434,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135434,neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457905,RNA-Seq,43,149145242,PRJNA307607,SAMN04909589,146194351,5,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733687,GSM2135435,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135435,neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457906,RNA-Seq,43,114897634,PRJNA307607,SAMN04909590,114745289,5,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733688,GSM2135436,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135436,neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457907,RNA-Seq,43,71255472,PRJNA307607,SAMN04909591,69561112,5,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733689,GSM2135437,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135437,neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
SRR3457908,RNA-Seq,43,233932298,PRJNA307607,SAMN04909592,222176515,5,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1733690,GSM2135438,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-07-05T00:00:00Z,GSM2135438,neurons,SRP068066,motor neurons,2016-04-27T14:42:00Z,1
